Sessão ID,Início,Fim,Duração (min),ZIPs Processados,Logs Processados,CSVs Gerados,Registros SQL,Erros
6848,2025-07-10 00:00:59.816982,2025-07-10 00:01:06.330506,0.11,0,1,1,1,0
6849,2025-07-10 00:02:07.230489,2025-07-10 00:02:14.037790,0.11,0,1,1,1,0
6850,2025-07-10 00:03:14.951015,2025-07-10 00:03:15.879366,0.02,0,1,1,1,0
6851,2025-07-10 00:04:16.763310,2025-07-10 00:04:17.677672,0.02,0,1,1,1,0
6852,2025-07-10 00:05:18.558838,2025-07-10 00:05:19.465486,0.02,0,1,1,1,0
6853,2025-07-10 00:06:20.352854,2025-07-10 00:06:21.259686,0.02,0,1,1,1,0
6854,2025-07-10 00:07:22.137310,2025-07-10 00:07:23.048726,0.02,0,1,1,1,0
6855,2025-07-10 00:08:23.931185,2025-07-10 00:08:24.920127,0.02,0,1,1,1,0
6856,2025-07-10 00:09:25.797764,2025-07-10 00:09:26.707531,0.02,0,1,1,1,0
6857,2025-07-10 00:10:27.598240,2025-07-10 00:10:28.570749,0.02,0,1,1,1,0
6858,2025-07-10 00:11:29.452084,2025-07-10 00:11:30.403055,0.02,0,1,1,1,0
6859,2025-07-10 00:12:31.290110,2025-07-10 00:12:32.248024,0.02,0,1,1,1,0
6860,2025-07-10 00:13:33.125787,2025-07-10 00:13:34.074029,0.02,0,1,1,1,0
6861,2025-07-10 00:14:34.991663,2025-07-10 00:14:35.965853,0.02,0,1,1,1,0
6862,2025-07-10 00:15:36.845153,2025-07-10 00:15:37.792223,0.02,0,1,1,1,0
6863,2025-07-10 00:16:38.677316,2025-07-10 00:16:39.615056,0.02,0,1,1,1,0
6864,2025-07-10 00:17:40.508021,2025-07-10 00:17:41.453688,0.02,0,1,1,1,0
6865,2025-07-10 00:18:42.353063,2025-07-10 00:18:43.323565,0.02,0,1,1,1,0
6866,2025-07-10 00:19:44.210594,2025-07-10 00:19:45.167170,0.02,0,1,1,1,0
6867,2025-07-10 00:20:46.059424,2025-07-10 00:20:47.078934,0.02,0,1,1,1,0
6868,2025-07-10 00:21:47.962048,2025-07-10 00:21:48.904947,0.02,0,1,1,1,0
6869,2025-07-10 00:22:49.792687,2025-07-10 00:22:50.694637,0.02,0,1,1,1,0
6870,2025-07-10 00:23:51.580498,2025-07-10 00:23:52.537110,0.02,0,1,1,1,0
6871,2025-07-10 00:24:53.457577,2025-07-10 00:24:55.014311,0.03,0,1,1,1,0
6872,2025-07-10 00:25:55.901411,2025-07-10 00:25:57.458670,0.03,0,1,1,1,0
