Sessão ID,Início,Fim,Duração (min),ZIPs Processados,Logs Processados,CSVs Gerados,Registros SQL,Erros
23396,2025-07-23 00:00:48.042879,2025-07-23 00:01:04.556243,0.28,0,1,1,1,0
23397,2025-07-23 00:02:04.989628,2025-07-23 00:02:05.432389,0.01,0,0,0,0,0
23398,2025-07-23 00:03:05.867790,2025-07-23 00:03:06.300315,0.01,0,0,0,0,0
23399,2025-07-23 00:04:06.730784,2025-07-23 00:04:07.168989,0.01,0,0,0,0,0
23400,2025-07-23 00:05:07.592836,2025-07-23 00:05:08.027741,0.01,0,0,0,0,0
23401,2025-07-23 00:06:08.463658,2025-07-23 00:06:08.940401,0.01,0,0,0,0,0
23402,2025-07-23 00:07:09.384557,2025-07-23 00:07:09.817264,0.01,0,0,0,0,0
23403,2025-07-23 00:08:10.261210,2025-07-23 00:08:10.749428,0.01,0,0,0,0,0
23404,2025-07-23 00:09:11.176194,2025-07-23 00:09:11.718476,0.01,0,1,1,1,0
23405,2025-07-23 00:10:12.143615,2025-07-23 00:10:12.688495,0.01,0,1,1,1,0
23406,2025-07-23 00:11:13.117215,2025-07-23 00:11:13.704157,0.01,0,1,1,1,0
23407,2025-07-23 00:12:14.133980,2025-07-23 00:12:14.711368,0.01,0,1,1,1,0
23408,2025-07-23 00:13:15.153528,2025-07-23 00:13:15.741109,0.01,0,1,1,1,0
23409,2025-07-23 00:14:16.243697,2025-07-23 00:14:16.787782,0.01,0,1,1,1,0
23410,2025-07-23 00:15:17.217544,2025-07-23 00:15:17.805484,0.01,0,1,1,1,0
23411,2025-07-23 00:16:18.231625,2025-07-23 00:16:18.825231,0.01,0,1,1,1,0
23412,2025-07-23 00:17:19.269722,2025-07-23 00:17:19.858410,0.01,0,1,1,1,0
23413,2025-07-23 00:18:20.285837,2025-07-23 00:18:20.857918,0.01,0,1,1,1,0
23414,2025-07-23 00:19:21.291182,2025-07-23 00:19:21.879342,0.01,0,1,1,1,0
23415,2025-07-23 00:20:22.336540,2025-07-23 00:20:22.933621,0.01,0,1,1,1,0
23416,2025-07-23 00:21:23.364068,2025-07-23 00:21:23.936112,0.01,0,1,1,1,0
23417,2025-07-23 00:22:24.363196,2025-07-23 00:22:25.007337,0.01,0,1,1,1,0
23418,2025-07-23 00:23:25.434360,2025-07-23 00:23:26.178788,0.01,0,1,1,1,0
23419,2025-07-23 00:24:26.606388,2025-07-23 00:24:27.326007,0.01,0,1,1,1,0
23420,2025-07-23 00:25:27.763504,2025-07-23 00:25:28.455153,0.01,0,1,1,1,0
23421,2025-07-23 00:26:28.886720,2025-07-23 00:26:29.665071,0.01,0,1,1,1,0
23422,2025-07-23 00:27:30.095686,2025-07-23 00:27:30.847532,0.01,0,1,1,1,0
23423,2025-07-23 00:28:31.273855,2025-07-23 00:28:31.970067,0.01,0,1,1,1,0
23424,2025-07-23 00:29:32.397148,2025-07-23 00:29:33.090686,0.01,0,1,1,1,0
23425,2025-07-23 00:30:33.516631,2025-07-23 00:30:34.263197,0.01,0,1,1,1,0
23426,2025-07-23 00:31:34.693700,2025-07-23 00:31:35.431185,0.01,0,1,1,1,0
23427,2025-07-23 00:32:35.861007,2025-07-23 00:32:36.561560,0.01,0,1,1,1,0
23428,2025-07-23 00:33:36.993753,2025-07-23 00:33:37.694958,0.01,0,1,1,1,0
23429,2025-07-23 00:34:38.122520,2025-07-23 00:34:38.864763,0.01,0,1,1,1,0
23430,2025-07-23 00:35:39.296567,2025-07-23 00:35:40.014911,0.01,0,1,1,1,0
23431,2025-07-23 00:36:40.461687,2025-07-23 00:36:41.220296,0.01,0,1,1,1,0
23432,2025-07-23 00:37:41.647833,2025-07-23 00:37:42.371999,0.01,0,1,1,1,0
23433,2025-07-23 00:38:42.800998,2025-07-23 00:38:43.541648,0.01,0,1,1,1,0
23434,2025-07-23 00:39:43.968372,2025-07-23 00:39:44.667903,0.01,0,1,1,1,0
23435,2025-07-23 00:40:45.185705,2025-07-23 00:40:45.876675,0.01,0,1,1,1,0
23436,2025-07-23 00:41:46.328501,2025-07-23 00:41:47.054029,0.01,0,1,1,1,0
23437,2025-07-23 00:42:47.481561,2025-07-23 00:42:48.170103,0.01,0,1,1,1,0
23438,2025-07-23 00:43:48.599683,2025-07-23 00:43:49.367718,0.01,0,1,1,1,0
23439,2025-07-23 00:44:49.797246,2025-07-23 00:44:50.558786,0.01,0,1,1,1,0
23440,2025-07-23 00:45:50.988365,2025-07-23 00:45:51.755368,0.01,0,1,1,1,0
23441,2025-07-23 00:46:52.181262,2025-07-23 00:46:52.945002,0.01,0,1,1,1,0
23442,2025-07-23 00:47:53.372533,2025-07-23 00:47:54.179573,0.01,0,1,1,1,0
23443,2025-07-23 00:48:54.606930,2025-07-23 00:48:55.381503,0.01,0,1,1,1,0
23444,2025-07-23 00:49:55.810736,2025-07-23 00:49:56.626707,0.01,0,1,1,1,0
23445,2025-07-23 00:50:57.056330,2025-07-23 00:50:57.870645,0.01,0,1,1,1,0
23446,2025-07-23 00:51:58.299713,2025-07-23 00:51:59.106422,0.01,0,1,1,1,0
23447,2025-07-23 00:52:59.537465,2025-07-23 00:53:00.301420,0.01,0,1,1,1,0
23448,2025-07-23 00:54:00.729204,2025-07-23 00:54:01.545148,0.01,0,1,1,1,0
23449,2025-07-23 00:55:01.984528,2025-07-23 00:55:02.754327,0.01,0,1,1,1,0
23450,2025-07-23 00:56:03.180389,2025-07-23 00:56:03.987447,0.01,0,1,1,1,0
23451,2025-07-23 00:57:04.417593,2025-07-23 00:57:05.222259,0.01,0,1,1,1,0
23452,2025-07-23 00:58:05.655590,2025-07-23 00:58:06.489561,0.01,0,1,1,1,0
23453,2025-07-23 00:59:06.918189,2025-07-23 00:59:07.679531,0.01,0,1,1,1,0
23454,2025-07-23 01:00:08.111216,2025-07-23 01:00:08.917477,0.01,0,1,1,1,0
23455,2025-07-23 01:01:09.346378,2025-07-23 01:01:10.145999,0.01,0,1,1,1,0
23456,2025-07-23 01:02:10.583300,2025-07-23 01:02:11.369143,0.01,0,1,1,1,0
23457,2025-07-23 01:03:11.802181,2025-07-23 01:03:12.573543,0.01,0,1,1,1,0
23458,2025-07-23 01:04:13.021722,2025-07-23 01:04:13.788237,0.01,0,1,1,1,0
23459,2025-07-23 01:05:14.214470,2025-07-23 01:05:15.017270,0.01,0,1,1,1,0
23460,2025-07-23 01:06:15.451125,2025-07-23 01:06:16.215468,0.01,0,1,1,1,0
23461,2025-07-23 01:07:16.645300,2025-07-23 01:07:17.409716,0.01,0,1,1,1,0
23462,2025-07-23 01:08:17.839152,2025-07-23 01:08:18.647319,0.01,0,1,1,1,0
23463,2025-07-23 01:09:19.075503,2025-07-23 01:09:19.836873,0.01,0,1,1,1,0
23464,2025-07-23 01:10:20.264508,2025-07-23 01:10:21.024742,0.01,0,1,1,1,0
23465,2025-07-23 01:11:21.453912,2025-07-23 01:11:22.223490,0.01,0,1,1,1,0
23466,2025-07-23 01:12:22.650059,2025-07-23 01:12:23.418672,0.01,0,1,1,1,0
23467,2025-07-23 01:13:23.849609,2025-07-23 01:13:24.650411,0.01,0,1,1,1,0
23468,2025-07-23 01:14:25.080237,2025-07-23 01:14:26.071884,0.02,0,1,1,1,0
23469,2025-07-23 01:15:26.507147,2025-07-23 01:15:27.528377,0.02,0,1,1,1,0
23470,2025-07-23 01:16:27.956092,2025-07-23 01:16:29.007352,0.02,0,1,1,1,0
23471,2025-07-23 01:17:29.437504,2025-07-23 01:17:30.420089,0.02,0,1,1,1,0
23472,2025-07-23 01:18:30.848558,2025-07-23 01:18:31.865678,0.02,0,1,1,1,0
23473,2025-07-23 01:19:32.300339,2025-07-23 01:19:33.343451,0.02,0,1,1,1,0
23474,2025-07-23 01:20:33.779621,2025-07-23 01:20:34.759029,0.02,0,1,1,1,0
23475,2025-07-23 01:21:35.190404,2025-07-23 01:21:36.238606,0.02,0,1,1,1,0
23476,2025-07-23 01:22:36.669633,2025-07-23 01:22:37.691553,0.02,0,1,1,1,0
23477,2025-07-23 01:23:38.119845,2025-07-23 01:23:39.134996,0.02,0,1,1,1,0
23478,2025-07-23 01:24:39.561912,2025-07-23 01:24:40.607291,0.02,0,1,1,1,0
23479,2025-07-23 01:25:41.036725,2025-07-23 01:25:42.045586,0.02,0,1,1,1,0
23480,2025-07-23 01:26:42.473251,2025-07-23 01:26:43.457631,0.02,0,1,1,1,0
23481,2025-07-23 01:27:43.886446,2025-07-23 01:27:44.899526,0.02,0,1,1,1,0
23482,2025-07-23 01:28:45.342018,2025-07-23 01:28:46.496621,0.02,0,1,1,1,0
23483,2025-07-23 01:29:46.928706,2025-07-23 01:29:48.060744,0.02,0,1,1,1,0
23484,2025-07-23 01:30:48.502975,2025-07-23 01:30:49.677282,0.02,0,1,1,1,0
23485,2025-07-23 01:31:50.105057,2025-07-23 01:31:51.265433,0.02,0,1,1,1,0
23486,2025-07-23 01:32:51.708657,2025-07-23 01:32:52.888935,0.02,0,1,1,1,0
23487,2025-07-23 01:33:53.319933,2025-07-23 01:33:54.799932,0.02,0,1,1,1,0
23488,2025-07-23 01:34:56.153357,2025-07-23 01:34:57.336525,0.02,0,1,1,1,0
23489,2025-07-23 01:35:57.773652,2025-07-23 01:35:58.949391,0.02,0,1,1,1,0
23490,2025-07-23 01:36:59.404898,2025-07-23 01:37:00.590087,0.02,0,1,1,1,0
23491,2025-07-23 01:38:01.018653,2025-07-23 01:38:02.186504,0.02,0,1,1,1,0
23492,2025-07-23 01:39:02.622221,2025-07-23 01:39:03.794248,0.02,0,1,1,1,0
23493,2025-07-23 01:40:04.226047,2025-07-23 01:40:05.399589,0.02,0,1,1,1,0
23494,2025-07-23 01:41:05.828835,2025-07-23 01:41:06.992251,0.02,0,1,1,1,0
23495,2025-07-23 01:42:07.418799,2025-07-23 01:42:08.589324,0.02,0,1,1,1,0
23496,2025-07-23 01:43:09.017664,2025-07-23 01:43:10.215476,0.02,0,1,1,1,0
23497,2025-07-23 01:44:10.646380,2025-07-23 01:44:11.845069,0.02,0,1,1,1,0
23498,2025-07-23 01:45:12.274669,2025-07-23 01:45:13.436434,0.02,0,1,1,1,0
23499,2025-07-23 01:46:13.866061,2025-07-23 01:46:15.063094,0.02,0,1,1,1,0
23500,2025-07-23 01:47:15.496076,2025-07-23 01:47:16.728800,0.02,0,1,1,1,0
23501,2025-07-23 01:48:17.157528,2025-07-23 01:48:18.343136,0.02,0,1,1,1,0
23502,2025-07-23 01:49:18.776060,2025-07-23 01:49:19.967537,0.02,0,1,1,1,0
23503,2025-07-23 01:50:20.405913,2025-07-23 01:50:21.836326,0.02,0,1,1,1,0
23504,2025-07-23 01:51:22.273696,2025-07-23 01:51:23.630648,0.02,0,1,1,1,0
23505,2025-07-23 01:52:24.068432,2025-07-23 01:52:25.470477,0.02,0,1,1,1,0
23506,2025-07-23 01:53:25.909332,2025-07-23 01:53:27.292741,0.02,0,1,1,1,0
23507,2025-07-23 01:54:27.726644,2025-07-23 01:54:29.061250,0.02,0,1,1,1,0
