Sessão ID,Início,Fim,Duração (min),ZIPs Processados,Logs Processados,CSVs Gerados,Registros SQL,Erros
18100,2025-07-19 00:00:19.310187,2025-07-19 00:00:31.572065,0.20,0,1,1,1,0
18101,2025-07-19 00:01:31.999910,2025-07-19 00:01:44.319499,0.21,0,1,1,1,0
18102,2025-07-19 00:02:44.747563,2025-07-19 00:02:57.050709,0.21,0,1,1,1,0
18103,2025-07-19 00:03:57.478012,2025-07-19 00:04:10.332172,0.21,0,2,2,2,0
18104,2025-07-19 00:05:10.772829,2025-07-19 00:05:11.565721,0.01,0,1,1,1,0
18105,2025-07-19 00:06:11.992586,2025-07-19 00:06:12.814369,0.01,0,1,1,1,0
18106,2025-07-19 00:07:13.259038,2025-07-19 00:07:14.054120,0.01,0,1,1,1,0
18107,2025-07-19 00:08:14.481023,2025-07-19 00:08:15.279127,0.01,0,1,1,1,0
18108,2025-07-19 00:09:15.701352,2025-07-19 00:09:16.467761,0.01,0,1,1,1,0
18109,2025-07-19 00:10:16.931134,2025-07-19 00:10:17.735117,0.01,0,1,1,1,0
18110,2025-07-19 00:11:18.159417,2025-07-19 00:11:19.023536,0.01,0,1,1,1,0
18111,2025-07-19 00:12:19.449897,2025-07-19 00:12:20.325333,0.01,0,1,1,1,0
18112,2025-07-19 00:13:20.768479,2025-07-19 00:13:21.654085,0.01,0,1,1,1,0
18113,2025-07-19 00:14:22.077234,2025-07-19 00:14:22.961128,0.01,0,1,1,1,0
18114,2025-07-19 00:15:23.385658,2025-07-19 00:15:24.215639,0.01,0,1,1,1,0
18115,2025-07-19 00:16:24.640597,2025-07-19 00:16:25.478835,0.01,0,1,1,1,0
18116,2025-07-19 00:17:25.902131,2025-07-19 00:17:26.783578,0.01,0,1,1,1,0
18117,2025-07-19 00:18:27.207593,2025-07-19 00:18:28.081398,0.01,0,1,1,1,0
18118,2025-07-19 00:19:28.507005,2025-07-19 00:19:29.342926,0.01,0,1,1,1,0
18119,2025-07-19 00:20:29.768470,2025-07-19 00:20:30.641927,0.01,0,1,1,1,0
18120,2025-07-19 00:21:31.069085,2025-07-19 00:21:31.912119,0.01,0,1,1,1,0
18121,2025-07-19 00:22:32.334623,2025-07-19 00:22:33.165714,0.01,0,1,1,1,0
18122,2025-07-19 00:23:33.590853,2025-07-19 00:23:34.458052,0.01,0,1,1,1,0
18123,2025-07-19 00:24:34.884231,2025-07-19 00:24:35.721054,0.01,0,1,1,1,0
18124,2025-07-19 00:25:36.147101,2025-07-19 00:25:37.024075,0.01,0,1,1,1,0
18125,2025-07-19 00:26:37.481355,2025-07-19 00:26:38.324772,0.01,0,1,1,1,0
18126,2025-07-19 00:27:38.749307,2025-07-19 00:27:39.629669,0.01,0,1,1,1,0
18127,2025-07-19 00:28:40.059020,2025-07-19 00:28:40.936151,0.01,0,1,1,1,0
18128,2025-07-19 00:29:41.359219,2025-07-19 00:29:42.229660,0.01,0,1,1,1,0
18129,2025-07-19 00:30:42.655924,2025-07-19 00:30:43.529801,0.01,0,1,1,1,0
18130,2025-07-19 00:31:43.973038,2025-07-19 00:31:44.846409,0.01,0,1,1,1,0
18131,2025-07-19 00:32:45.276261,2025-07-19 00:32:46.113987,0.01,0,1,1,1,0
18132,2025-07-19 00:33:46.540744,2025-07-19 00:33:47.417897,0.01,0,1,1,1,0
18133,2025-07-19 00:34:47.848700,2025-07-19 00:34:48.760617,0.02,0,1,1,1,0
18134,2025-07-19 00:35:49.215530,2025-07-19 00:35:50.094012,0.01,0,1,1,1,0
18135,2025-07-19 00:36:50.528348,2025-07-19 00:36:51.417576,0.01,0,1,1,1,0
18136,2025-07-19 00:37:51.850583,2025-07-19 00:37:52.730077,0.01,0,1,1,1,0
18137,2025-07-19 00:38:53.157023,2025-07-19 00:38:54.109473,0.02,0,1,1,1,0
18138,2025-07-19 00:39:54.535923,2025-07-19 00:39:55.438687,0.02,0,1,1,1,0
18139,2025-07-19 00:40:55.861300,2025-07-19 00:40:56.778720,0.02,0,1,1,1,0
18140,2025-07-19 00:41:57.203179,2025-07-19 00:41:58.121891,0.02,0,1,1,1,0
18141,2025-07-19 00:42:58.545229,2025-07-19 00:42:59.498059,0.02,0,1,1,1,0
18142,2025-07-19 00:43:59.923589,2025-07-19 00:44:00.879012,0.02,0,1,1,1,0
18143,2025-07-19 00:45:01.303521,2025-07-19 00:45:02.208845,0.02,0,1,1,1,0
18144,2025-07-19 00:46:02.638882,2025-07-19 00:46:03.551997,0.02,0,1,1,1,0
18145,2025-07-19 00:47:03.976008,2025-07-19 00:47:04.917465,0.02,0,1,1,1,0
18146,2025-07-19 00:48:05.345872,2025-07-19 00:48:06.258628,0.02,0,1,1,1,0
18147,2025-07-19 00:49:06.683382,2025-07-19 00:49:07.623598,0.02,0,1,1,1,0
18148,2025-07-19 00:50:08.046215,2025-07-19 00:50:08.995784,0.02,0,1,1,1,0
18149,2025-07-19 00:51:09.420706,2025-07-19 00:51:10.391314,0.02,0,1,1,1,0
18150,2025-07-19 00:52:10.815441,2025-07-19 00:52:11.754652,0.02,0,1,1,1,0
18151,2025-07-19 00:53:12.180776,2025-07-19 00:53:13.211735,0.02,0,1,1,1,0
18152,2025-07-19 00:54:13.643971,2025-07-19 00:54:14.621090,0.02,0,1,1,1,0
18153,2025-07-19 00:55:15.049680,2025-07-19 00:55:16.029553,0.02,0,1,1,1,0
18154,2025-07-19 00:56:16.456591,2025-07-19 00:56:17.486012,0.02,0,1,1,1,0
18155,2025-07-19 00:57:17.911041,2025-07-19 00:57:18.938384,0.02,0,1,1,1,0
18156,2025-07-19 00:58:19.361891,2025-07-19 00:58:20.340188,0.02,0,1,1,1,0
18157,2025-07-19 00:59:20.764980,2025-07-19 00:59:21.747411,0.02,0,1,1,1,0
18158,2025-07-19 01:00:22.169795,2025-07-19 01:00:23.197148,0.02,0,1,1,1,0
18159,2025-07-19 01:01:23.621012,2025-07-19 01:01:24.623043,0.02,0,1,1,1,0
18160,2025-07-19 01:02:25.045607,2025-07-19 01:02:26.023479,0.02,0,1,1,1,0
18161,2025-07-19 01:03:26.447740,2025-07-19 01:03:27.426801,0.02,0,1,1,1,0
18162,2025-07-19 01:04:27.851227,2025-07-19 01:04:28.824719,0.02,0,1,1,1,0
18163,2025-07-19 01:05:29.254366,2025-07-19 01:05:30.278577,0.02,0,1,1,1,0
