Sessão ID,Início,Fim,Duração (min),ZIPs Processados,Logs Processados,CSVs Gerados,Registros SQL,Erros
7926,2025-07-11 00:01:37.150382,2025-07-11 00:02:17.791742,0.68,0,2,2,2,0
7927,2025-07-11 00:03:18.700579,2025-07-11 00:03:20.260051,0.03,0,1,1,1,0
7928,2025-07-11 00:04:21.150989,2025-07-11 00:04:22.678341,0.03,0,1,1,1,0
7929,2025-07-11 00:05:23.560948,2025-07-11 00:05:25.092838,0.03,0,1,1,1,0
7930,2025-07-11 00:06:25.975439,2025-07-11 00:06:27.511343,0.03,0,1,1,1,0
7931,2025-07-11 00:07:28.414451,2025-07-11 00:07:29.934607,0.03,0,1,1,1,0
7932,2025-07-11 00:08:30.844147,2025-07-11 00:08:32.391558,0.03,0,1,1,1,0
7933,2025-07-11 00:09:33.283669,2025-07-11 00:09:34.852912,0.03,0,1,1,1,0
7934,2025-07-11 00:10:35.750749,2025-07-11 00:10:37.328795,0.03,0,1,1,1,0
7935,2025-07-11 00:11:38.229589,2025-07-11 00:11:39.763380,0.03,0,1,1,1,0
7936,2025-07-11 00:12:40.672943,2025-07-11 00:12:42.198867,0.03,0,1,1,1,0
7937,2025-07-11 00:13:43.081176,2025-07-11 00:13:44.648322,0.03,0,1,1,1,0
7938,2025-07-11 00:14:45.538146,2025-07-11 00:14:47.118007,0.03,0,1,1,1,0
7939,2025-07-11 00:15:48.008681,2025-07-11 00:15:49.711608,0.03,0,1,1,1,0
7940,2025-07-11 00:16:50.613951,2025-07-11 00:16:52.276991,0.03,0,1,1,1,0
7941,2025-07-11 00:17:53.228792,2025-07-11 00:17:54.901754,0.03,0,1,1,1,0
7942,2025-07-11 00:18:55.816505,2025-07-11 00:18:57.537389,0.03,0,1,1,1,0
7943,2025-07-11 00:19:58.416755,2025-07-11 00:20:00.122423,0.03,0,1,1,1,0
7944,2025-07-11 00:21:01.019522,2025-07-11 00:21:02.712991,0.03,0,1,1,1,0
7945,2025-07-11 00:22:03.744741,2025-07-11 00:22:05.446315,0.03,0,1,1,1,0
7946,2025-07-11 00:23:06.330324,2025-07-11 00:23:08.035582,0.03,0,1,1,1,0
7947,2025-07-11 00:24:08.921408,2025-07-11 00:24:10.583700,0.03,0,1,1,1,0
7948,2025-07-11 00:25:11.480363,2025-07-11 00:25:13.153210,0.03,0,1,1,1,0
7949,2025-07-11 00:26:14.039076,2025-07-11 00:26:15.759185,0.03,0,1,1,1,0
7950,2025-07-11 00:27:16.644197,2025-07-11 00:27:18.362437,0.03,0,1,1,1,0
7951,2025-07-11 00:28:19.269242,2025-07-11 00:28:20.978753,0.03,0,1,1,1,0
7952,2025-07-11 00:29:21.868005,2025-07-11 00:29:23.585381,0.03,0,1,1,1,0
7953,2025-07-11 00:30:24.469625,2025-07-11 00:30:26.137472,0.03,0,1,1,1,0
7954,2025-07-11 00:31:27.029714,2025-07-11 00:31:28.757354,0.03,0,1,1,1,0
7955,2025-07-11 00:32:29.679016,2025-07-11 00:32:31.360338,0.03,0,1,1,1,0
7956,2025-07-11 00:33:32.259959,2025-07-11 00:33:34.003135,0.03,0,1,1,1,0
7957,2025-07-11 00:34:34.914636,2025-07-11 00:34:36.582220,0.03,0,1,1,1,0
7958,2025-07-11 00:35:37.465141,2025-07-11 00:35:39.146931,0.03,0,1,1,1,0
7959,2025-07-11 00:36:40.045782,2025-07-11 00:36:41.769908,0.03,0,1,1,1,0
7960,2025-07-11 00:37:42.664022,2025-07-11 00:37:44.388405,0.03,0,1,1,1,0
7961,2025-07-11 00:38:45.436686,2025-07-11 00:38:47.141636,0.03,0,1,1,1,0
7962,2025-07-11 00:39:48.028427,2025-07-11 00:39:49.758695,0.03,0,1,1,1,0
7963,2025-07-11 00:40:50.660109,2025-07-11 00:40:52.334086,0.03,0,1,1,1,0
7964,2025-07-11 00:41:53.246991,2025-07-11 00:41:54.923769,0.03,0,1,1,1,0
7965,2025-07-11 00:42:55.818151,2025-07-11 00:42:57.531053,0.03,0,1,1,1,0
7966,2025-07-11 00:43:58.419728,2025-07-11 00:44:00.135320,0.03,0,1,1,1,0
7967,2025-07-11 00:45:01.028270,2025-07-11 00:45:02.704485,0.03,0,1,1,1,0
7968,2025-07-11 00:46:03.597137,2025-07-11 00:46:05.283745,0.03,0,1,1,1,0
7969,2025-07-11 00:47:06.178160,2025-07-11 00:47:07.840052,0.03,0,1,1,1,0
7970,2025-07-11 00:48:08.726743,2025-07-11 00:48:10.399756,0.03,0,1,1,1,0
7971,2025-07-11 00:49:11.285607,2025-07-11 00:49:12.998566,0.03,0,1,1,1,0
7972,2025-07-11 00:50:13.882282,2025-07-11 00:50:15.552782,0.03,0,1,1,1,0
7973,2025-07-11 00:51:16.437360,2025-07-11 00:51:18.245027,0.03,0,1,1,1,0
