Sessão ID,Início,Fim,Duração (min),ZIPs Processados,Logs Processados,CSVs Gerados,Registros SQL,Erros
25933,2025-07-25 00:00:54.270926,2025-07-25 00:00:54.708316,0.01,0,0,0,0,0
25934,2025-07-25 00:01:55.137756,2025-07-25 00:01:55.626037,0.01,0,1,1,1,0
25935,2025-07-25 00:02:56.062341,2025-07-25 00:02:56.526208,0.01,0,1,1,1,0
25936,2025-07-25 00:03:56.955948,2025-07-25 00:03:57.649075,0.01,0,1,1,1,0
25937,2025-07-25 00:04:58.077023,2025-07-25 00:04:58.812058,0.01,0,1,1,1,0
25938,2025-07-25 00:05:59.248836,2025-07-25 00:05:59.979152,0.01,0,1,1,1,0
25939,2025-07-25 00:07:00.447708,2025-07-25 00:07:01.141070,0.01,0,1,1,1,0
25940,2025-07-25 00:08:01.592578,2025-07-25 00:08:02.325646,0.01,0,1,1,1,0
25941,2025-07-25 00:09:02.753000,2025-07-25 00:09:03.465750,0.01,0,1,1,1,0
25942,2025-07-25 00:10:03.890733,2025-07-25 00:10:04.631505,0.01,0,1,1,1,0
25943,2025-07-25 00:11:05.062403,2025-07-25 00:11:05.755777,0.01,0,1,1,1,0
25944,2025-07-25 00:12:06.184630,2025-07-25 00:12:06.873014,0.01,0,1,1,1,0
25945,2025-07-25 00:13:07.301197,2025-07-25 00:13:07.991994,0.01,0,1,1,1,0
25946,2025-07-25 00:14:08.427512,2025-07-25 00:14:09.161933,0.01,0,1,1,1,0
25947,2025-07-25 00:15:09.589307,2025-07-25 00:15:10.322920,0.01,0,1,1,1,0
25948,2025-07-25 00:16:10.752175,2025-07-25 00:16:11.479467,0.01,0,1,1,1,0
25949,2025-07-25 00:17:11.909893,2025-07-25 00:17:12.643554,0.01,0,1,1,1,0
25950,2025-07-25 00:18:13.073073,2025-07-25 00:18:13.955647,0.01,0,1,1,1,0
25951,2025-07-25 00:19:14.385619,2025-07-25 00:19:15.272075,0.01,0,1,1,1,0
25952,2025-07-25 00:20:15.700718,2025-07-25 00:20:16.570667,0.01,0,1,1,1,0
25953,2025-07-25 00:21:17.001519,2025-07-25 00:21:17.885395,0.01,0,1,1,1,0
25954,2025-07-25 00:22:18.339573,2025-07-25 00:22:19.176013,0.01,0,1,1,1,0
25955,2025-07-25 00:23:19.611676,2025-07-25 00:23:20.498692,0.01,0,1,1,1,0
25956,2025-07-25 00:24:20.925042,2025-07-25 00:24:21.805767,0.01,0,1,1,1,0
25957,2025-07-25 00:25:22.283995,2025-07-25 00:25:23.171153,0.01,0,1,1,1,0
25958,2025-07-25 00:26:23.615168,2025-07-25 00:26:24.504270,0.01,0,1,1,1,0
25959,2025-07-25 00:27:24.951456,2025-07-25 00:27:25.850618,0.01,0,1,1,1,0
25960,2025-07-25 00:28:26.276821,2025-07-25 00:28:27.113157,0.01,0,1,1,1,0
25961,2025-07-25 00:29:27.546068,2025-07-25 00:29:28.460161,0.02,0,1,1,1,0
25962,2025-07-25 00:30:28.886486,2025-07-25 00:30:29.725933,0.01,0,1,1,1,0
25963,2025-07-25 00:31:30.155783,2025-07-25 00:31:31.044503,0.01,0,1,1,1,0
25964,2025-07-25 00:32:31.473601,2025-07-25 00:32:32.433288,0.02,0,1,1,1,0
25965,2025-07-25 00:33:32.859194,2025-07-25 00:33:33.772029,0.02,0,1,1,1,0
25966,2025-07-25 00:34:34.198847,2025-07-25 00:34:35.180447,0.02,0,1,1,1,0
25967,2025-07-25 00:35:35.606624,2025-07-25 00:35:36.525632,0.02,0,1,1,1,0
25968,2025-07-25 00:36:36.953374,2025-07-25 00:36:37.865740,0.02,0,1,1,1,0
25969,2025-07-25 00:37:38.293712,2025-07-25 00:37:39.252056,0.02,0,1,1,1,0
25970,2025-07-25 00:38:39.684133,2025-07-25 00:38:40.603644,0.02,0,1,1,1,0
25971,2025-07-25 00:39:41.033917,2025-07-25 00:39:41.999514,0.02,0,1,1,1,0
25972,2025-07-25 00:40:42.428417,2025-07-25 00:40:43.343587,0.02,0,1,1,1,0
25973,2025-07-25 00:41:43.788728,2025-07-25 00:41:44.740016,0.02,0,1,1,1,0
25974,2025-07-25 00:42:45.171111,2025-07-25 00:42:46.125216,0.02,0,1,1,1,0
25975,2025-07-25 00:43:46.555972,2025-07-25 00:43:47.517869,0.02,0,1,1,1,0
25976,2025-07-25 00:44:47.947588,2025-07-25 00:44:48.922338,0.02,0,1,1,1,0
25977,2025-07-25 00:45:49.381739,2025-07-25 00:45:50.302892,0.02,0,1,1,1,0
25978,2025-07-25 00:46:50.734116,2025-07-25 00:46:51.731321,0.02,0,1,1,1,0
25979,2025-07-25 00:47:52.160444,2025-07-25 00:47:53.156782,0.02,0,1,1,1,0
25980,2025-07-25 00:48:53.591862,2025-07-25 00:48:54.599342,0.02,0,1,1,1,0
25981,2025-07-25 00:49:55.035290,2025-07-25 00:49:56.058926,0.02,0,1,1,1,0
25982,2025-07-25 00:50:56.536459,2025-07-25 00:50:57.519516,0.02,0,1,1,1,0
25983,2025-07-25 00:51:57.947193,2025-07-25 00:51:58.932539,0.02,0,1,1,1,0
25984,2025-07-25 00:52:59.363669,2025-07-25 00:53:00.486290,0.02,0,1,1,1,0
25985,2025-07-25 00:54:00.910522,2025-07-25 00:54:02.020968,0.02,0,1,1,1,0
25986,2025-07-25 00:55:02.449693,2025-07-25 00:55:03.572338,0.02,0,1,1,1,0
25987,2025-07-25 00:56:04.002017,2025-07-25 00:56:05.108284,0.02,0,1,1,1,0
25988,2025-07-25 00:57:05.538182,2025-07-25 00:57:06.647276,0.02,0,1,1,1,0
25989,2025-07-25 00:58:07.074168,2025-07-25 00:58:08.132668,0.02,0,1,1,1,0
25990,2025-07-25 00:59:08.561280,2025-07-25 00:59:09.652123,0.02,0,1,1,1,0
25991,2025-07-25 01:00:10.082337,2025-07-25 01:00:11.191059,0.02,0,1,1,1,0
25992,2025-07-25 01:01:11.624274,2025-07-25 01:01:12.675971,0.02,0,1,1,1,0
25993,2025-07-25 01:02:13.100990,2025-07-25 01:02:14.172956,0.02,0,1,1,1,0
25994,2025-07-25 01:03:14.600555,2025-07-25 01:03:15.703274,0.02,0,1,1,1,0
25995,2025-07-25 01:04:16.130106,2025-07-25 01:04:17.236599,0.02,0,1,1,1,0
25996,2025-07-25 01:05:17.666229,2025-07-25 01:05:18.729430,0.02,0,1,1,1,0
25997,2025-07-25 01:06:19.159045,2025-07-25 01:06:20.275003,0.02,0,1,1,1,0
25998,2025-07-25 01:07:20.709604,2025-07-25 01:07:21.769647,0.02,0,1,1,1,0
25999,2025-07-25 01:08:22.199045,2025-07-25 01:08:23.304445,0.02,0,1,1,1,0
